,688699,明微电子,12.24,874,LED,
,002654,万润科技,10.01,5.55,LED,
,605218,伟时电子,10.01,1.06,LED,
,002845,同兴达,9.99,2.01,LED,
,300671,富满微,6.09,3.52,LED,
,600703,三安光电,6.07,25.36,碳化硅,
,300269,联建光电,5.9,1.07,LED,
,300296,利亚德,4.74,3.85,LED,
,300389,艾比森,3.46,177,LED,
23.06.07,边缘算力芯片,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,603893,瑞芯微,不统计,不统计,边缘算力芯片,
,300458,全志科技,不统计,不统计,边缘算力芯片,
,688099,晶晨股份,不统计,不统计,边缘算力芯片,
,688220,翱捷科技,不统计,不统计,边缘算力芯片,
,688018,乐鑫科技,不统计,不统计,边缘算力芯片,
23.06.07,边缘算力承载平台,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,002881,美格智能,不统计,不统计,边缘算力芯片,
,300638,广和通,不统计,不统计,边缘算力芯片,
,603236,移远通信,不统计,不统计,边缘算力芯片,
,300250,初灵信息,不统计,不统计,边缘算力芯片,
,603033,龙宇股份,不统计,不统计,边缘算力芯片,
,300017,网宿科技,不统计,不统计,边缘算力芯片,
