23.06.05,Al-XR/虚拟人（12）（109.85亿,,,,,
,股票代码,股票名称,涨幅,成交金额,属性,涨幅
,301313,凡拓数创,20.01,5.32,Al-XR/虚拟人,
,300081,恒信东方,11.96,21,Al-XR/虚拟人,
,300291,百纳千成,10.69,7.73,Al-XR/虚拟人,
,002995,天地在线,10.01,6.37,Al-XR/虚拟人,
,300860,锋尚文化,8.96,53,Al-XR/虚拟人,
,002292,奥飞娱乐,6.9,25.6,Al-XR/虚拟人,
,300781,因赛集团,6.23,1.94,Al-XR/虚拟人,
,300148,天舟文化,5.3,9.9,Al-XR/虚拟人,
,300770,新媒股份,5.28,0.55,Al-XR/虚拟人,
,002291,遥望科技,5.02,20.14,Al-XR/虚拟人,
,300949,奥雅股份,4.83,0.78,Al-XR/虚拟人,
,603466,风语筑,4.52,3.99,Al-XR/虚拟人,
23.06.05,AI-算力（18（235.30亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300913,兆龙互连,19.99,8.79,数据连接,
,301085,亚康股份,19.99,2.75,英伟达,
,688786,悦安新材,19.99,3.77,合金软磁,
,300025,华星创业,14.24,8.44,边缘计算,
,603322,超讯通信,10.02,3.53,边缘计算,
,002229,鸿博股份,10,29.52,服务器,
,003031,中瓷电子,10,2.04,光模块,
,300638,广和通,7.87,15.54,边缘计算,
,600105,永鼎股份,6.94,10.56,光模块,
,601138,工业富联,6.17,38.17,服务器,
,301165,锐捷网络,5.9,5.02,光模块,
,688668,鼎通科技,5.65,1.4,数据连接,
,688159,有方科技,5.31,1.09,边缘计算,
,603236,移远通信,5.2,17.16,边缘计算,
,002261,拓维信息,5.19,32.8,服务器,
,002792,通宇通讯,4.88,4.53,光模块,
,002881,美格智能,4.44,6.99,边缘计算,
,300308,中际旭创,4.22,43.2,光模块,
,光模块近期机构交流：AI服务器的需求明年能够同比增长40%-50%左右，下半年可能会比上半年增长30%-40%；边缘计算：近日，高通公司高级副总裁AlexKatouzian表示，高通正在从一家通信公司过渡到智能边缘计算公司,,,,,
23.06.05,AI-游戏（8）（95.15亿）,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,300081,恒信东方,11.96,21,AI-游戏,
,002919,名臣健康,6.79,5.2,AI-游戏,
,300299,富春股份,6.65,11.6,AI-游戏,
,300280,紫天科技,617,6.93,AI-游戏,
,002605,姚记科技,6.08,12.59,AI-游戏,
,300002,神州泰岳,6.07,23.61,AI-游戏,
,300148,天舟文化,530,9.9,AI-游戏,
,300533,冰川网络,4.53,11.25,AI-游戏,
,AIGC降本增效；叠加苹果MR发布在即、英伟达元宇宙平台发布，VR内容端,,,,,
23.06.05,AI-影视（9）（65.03亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300291,百纳千成,10.69,7.73,AI-影视,
,000802,北京文化,10.06,4.02,AI-影视,
,601595,上海电影,9.99,9.52,AI-影视,
,603721,中广天择,9.98,3.62,AI-影视,
,601599,浙文影业,8.21,4.47,AI-影视,
,002292,奥飞娱乐,6.9,25.6,AI-影视,
,300770,新媒股份,5.28,355,AI-影视,
,002905,金逸影视,5.27,0.9,AI-影视,
,300133,华策影视,4,5.62,AI-影视,
,AIGC降本增效；影视板块叠加元宇宙内容、虚拟人IP,,,,,
23.06.05,AI-出版（7）（56.55亿）,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,601949,中国出版,9.98,18.01,AI-出版,
,300788,中信出版,6.21,5.19,AI-出版,
,601999,出版传媒,6.02,286,AI-出版,
,601858,中国科传,5.88,16.11,AI-出版,
,601811,新华文轩,5.8,3.37,AI-出版,
,600757,长江传媒,4.21,8.22,AI-出版,
,600825,新华传媒,4.04,2.79,AI-出版,
,AIGC降本增效；数据要素，海外社区媒体的数据收费细则逐步明确,,,,,
23.06.05,半导体设备（5）（87.03亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002371,北方华创,6.31,53,半导体设备,
,688037,芯源微,6.01,9.86,半导体设备,
,688072,拓荆科技,4.61,12.42,半导体设备,
,688082,盛美上海,4.36,56,半导体设备,
,300604,长川科技,3.61,6.19,半导体设备,
,开盘传闻：中芯南方招标落地，国产化率60-70%，金额70亿美金，大超市场预期,,,,,
23.06.05,MR硬件（7（28.57亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002175,东方智造,10.1,1.45,MR硬件,
,605588,冠石科技,10.01,1.56,MR硬件,
,001308,康冠科技,10,5.01,MR硬件,
,605118,力鼎光电,10,54,MR硬件,
,002395,双象股份,9.98,85,MR硬件,
,688383,新益昌,8.95,267,MR硬件,
,002045,国光电器,4.48,7.49,MR硬件,
,6月6日苹果将发布MR产品,,,,,
23.06.05,消费-旅游（8）（19.67亿）,,,,,
,股票代码,股票名称,跌幅,成交金额,属性,涨幅
,600250,南纺股份,10.05,0.53,寺庙经济,
,000888,峨眉山A,10,584,寺庙经济,
,603099,长白山,736,1.97,消费-旅游,
,603199,九华旅游,5.74,3.63,寺庙经济,
,300947,德必集团,5.55,1.03,寺庙经济,
,600054,黄山旅游,4.6,2.01,消费-旅游,
,600749,西藏旅游,4.14,1139,消费-旅游,
,603136,天目湖,3.64,1.19,消费-旅游,
,携程数据显示23年以来寺庙相关景区门票订单量同比增长310%,,,,,
23.06.05,消费-服装家纺（9）（16.25亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,603889,新澳股份,10.03,1.94,消费-服装家纺,
,605180,华生科技,10.02,0.56,消费-服装家纺,
,600137,浪莎股份,10.01,0.83,消费-服装家纺,
,601599,浙文影业,8.21,4.47,消费-服装家纺,
,300005,探路者,6.2,3.29,消费-服装家纺,
,603055,台华新材,5.83,152,消费-服装家纺,
,603511,爱股份,4.49,0.41,消费-服装家纺,
,002193,如意集团,4.38,0.68,消费-服装家纺,
,603608,天创时尚,4.05,1.25,消费-服装家纺,
23.06.05,电力（6）（46.94亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002015,协鑫能科,10.02,19.77,电力,
,605011,杭州热电,10.01,10.32,电力,
