23.06.09,AI-算力（24）（523.69亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300175,朗源股份,20.11,2.17,算力租赁,
,300570,太辰光,20.01,16.12,光模块,
,301252,同星科技,20,4.85,液冷,
,301399,英特科技,12.03,9.19,液冷,
,688205,德科立,11.1,3.14,光模块,
,600410,华胜天成,10.05,9.56,服务器,
,002602,世纪华通,10.03,32.53,算力租赁,
,601138,工业富联,10.03,40.87,服务器,
,001339,智微智能,9.99,156,边缘计算,
,002261,拓维信息,9.98,34.48,服务器,
,002463,沪电股份,9.98,26.12,pcb,
,002536,飞龙股份,9.98,3.86,液冷,
,300499,高澜股份,8.64,15.33,液冷,
,300308,中际旭创,795,64.08,光模块,
,301018,申菱环境,7.49,4.63,液冷,
,688498,源杰科技,7.31,34,光模块,
,002281,光迅科技,7.11,16.53,光模块,
,300502,新易盛,6.92,34.02,光模块,
,300017,网宿科技,6.5,16.36,边缘计算,
,000988,华工科技,6.4,45.77,光模块,
,300394,天孚通信,6.25,13.15,光模块,
,000977,浪潮信息,6.09,58.72,服务器,
,300476,胜宏科技,5.73,29.52,pcb,
,600839,四川长虹,5.72,35.79,AI-算力,
23.06.09,AI-游戏（10）（190.85亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300315,掌趣科技,19.92,28.28,AI-游戏,
,300533,冰川网络,11.89,14.89,AI-游戏,
,002602,世纪华通,10.03,32.53,AI-游戏,
,002555,三七互娱,10,33.01,AI-游戏,
,603258,电魂网络,9.99,7.21,AI-游戏,
,300002,神州泰岳,9.92,33.6,AI-游戏,
,300494,盛天网络,7.96,67,AI-游戏,
,300031,宝通科技,7.01,12.81,AI-游戏,
,002919,名臣健康,5.61,3.82,AI-游戏,
,002558,巨人网络,5.1,17.03,AI-游戏,
23.06.09,AI-其他应用（12）（98.90亿）,,,,,
,股票代码,股票名称,跌幅,成交金额,属性,涨幅
,688118,普元信息,20,2.89,低代码,
,300788,中信出版,14.05,10.69,出版,
,688111,金山办公,10.16,29.9,办公,
,603999,读者传媒,10.04,5.82,出版,
,601599,浙文影业,10.03,6.09,影视,
,002803,吉宏股份,10.02,12.56,电商,
,002905,金逸影视,9.98,1.84,影视,
,600825,新华传媒,9.96,7.42,出版,
,600977,中国电影,7.23,13.2,电商,
,688095,福昕软件,7.07,2.24,办公,
,301270,汉仪股份,7.03,2.09,办公,
,300592,华凯易佰,6.14,4.16,电商,
23.06.09,AI-数据要素（11）（126.47亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,688228,开普云,12.99,5.25,数据安全,
,603000,人民网,9.99,30.09,监管,
,688158,优刻得,9.33,15.47,数据安全,
,300766,每日互动,722,5.4,AI-数据要素,
,603888,新华网,71,12.86,监管,
,600100,同方股份,5.44,17.65,AI-数据要素,
,603533,掌阅科技,4.81,15.1,AI-数据要素,
,688292,浩瀚深度,75,1.22,数据安全,
,688225,亚信安全,4.34,0.54,数据安全,
,300229,拓尔思,4.03,21.2,数据安全,
,300659,中孚信息,3.45,1.69,数据安全,
23.06.09,汽车-整车（11）（51.75亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,000957,中通客车,10.05,537,汽车-整车,
,600213,亚星客车,10.01,1.19,汽车-整车,
,600822,上海物贸,9.99,3.66,汽车物流,
,603006,联明股份,9.99,0.41,汽车物流,
,605151,西上海,9.98,0.81,汽车物流,
,600676,交运股份,9.95,2.98,汽车物流,
,000868,安凯客车,6.11,2.64,汽车-整车,
,000951,中国重汽,5.89,3.93,汽车-整车,
,600418,江淮汽车,4.52,51,汽车-整车,
,301039,中集车辆,439,2.96,汽车-整车,
,000625,长安汽车,3.78,19.33,汽车-整车,
23.06.09,汽车-汽配（16）（31.58亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,301192,泰祥股份,20.01,85,汽车-汽配,
,301186,超达装备,19.99,172,汽车-汽配,
,300643,万通智控,14.64,3.86,汽车-汽配,
,601279,英利汽车,10.11,0.75,汽车-汽配,
,600469,风神股份,10.09,157,汽车-汽配,
,002725,跃岭股份,10.06,2.53,汽车-汽配,
,002703,浙江世宝,10.04,1.42,汽车-汽配,
,002766,索菱股份,10.04,1.35,汽车-汽配,
,001311,多利科技,10,4.41,汽车-汽配,
,603006,联明股份,9.99,0.41,汽车-汽配,
,002536,飞龙股份,9.98,3.86,汽车-汽配,
,605151,西上海,9.98,0.81,汽车-汽配,
,603335,迪生力,9.93,0.96,汽车-汽配,
,301072,中捷精工,7.8,125,汽车-汽配,
,300926,博俊科技,7.48,375,汽车-汽配,
,605133,蝶泰股份,7.1,2.08,汽车-汽配,
23.06.09,光伏产业链（9（77.49亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,603105,芯能科技,10.01,5,地面电站,
,002897,意华股份,9.99,9.8,光伏支架,
,688408,中信博,9.58,4.33,光伏支架,
,688223,晶科能源,8.91,19.44,组件,
,301046,能辉科技,7.25,4.29,地面电站,
,002865,达股份,6.39,15.64,组件,
,688599,天合光能,6.04,13.46,组件,
,601778,晶科科技,3.64,4.11,组件,
,002329,皇氏集团,3.35,1.42,组件,
23.06.09,半导体（11）（94.97亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300042,朗科科技,6.99,8.83,存储,
,000021,深科技,6.94,27.56,存储,
,688361,中科飞测,6.3,5.15,半导体设备,
,688082,盛美上海,5.91,176,半导体设备,
,688110,东芯股份,5.63,54,存储,
,300302,同有科技,45,7.91,存储,
,002409,雅克科技,5,8.26,半导体材料,
,688126,沪硅产业,4.58,7.84,半导体材料,
,301308,江波龙,4.49,6.84,存储,
,300260,新莱应材,4.11,2.34,半导体材料,
,688037,芯源微,3.54,6.94,半导体设备,
23.06.09,创新药（11）（64.29亿）,,,,,涨幅
,股票代码,股票名称,涨跌幅,成交金额,属性,
,688238,和元生物,12.44,2.13,CXO,
,688488,艾迪药业,10.67,1.28,创新药,
,002038,双药业,7.07,528,创新药,
,301230,泓博医药,6.82,187,CXO,
,603590,康辰药业,6.16,0.92,创新药,
,603456,九洲药业,5.73,4.44,CXO,
,300404,博济医药,5.71,3.89,CXO,
,688506,百利天恒,5.69,0.98,创新药,
,300558,贝达药业,5.38,3.63,创新药,
,603259,药明康德,5.19,27.68,CXO,
,300759,康龙化成,5.05,12.19,CXO,
