,002995,天地在线,10,8.23,AI-XR,
,300616,尚品宅配,5.97,1.42,AI-XR,
,300081,恒信东方,4.94,23.51,AI-XR,
23.06.02,AI-电商（6）（56.47亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300592,华凯易佰,12.84,1059,AI-电商,
,002315,焦点科技,10.01,25.67,AI-电商,
,003010,若羽臣,9.99,37,AI-电商,
,301001,凯淳股份,3.87,2.72,AI-电商,
,600228,返利科技,3.86,536,AI-电商,
,301110,青木股份,3.74,4.76,AI-电商,
23.06.02,AI-边缘计算（6）（54.86亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300250,初灵信息,15.48,9.77,AI-边缘计算,
,002881,美格智能,10.01,3.42,AI-边缘计算,
,603236,移远通信,7.28,10.96,AI-边缘计算,
,300638,广和通,6.7,12.07,AI-边缘计算,
,688003,天准科技,4.85,3.29,AI-边缘计算,
,300017,网宿科技,4.22,1535,AI-边缘计算,
23.06.02,华为（8（62.23亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300250,初灵信息,15.48,9.77,华为,
,603038,华立股份,10.05,0.7,华为,
,002881,美格智能,10.01,3.42,华为,
,000158,常山北明,9.99,10.57,华为,
,603138,海量数据,7.9,3.81,华为,
,688590,新致软件,6.33,8.61,华为,
,300339,润和软件,5.72,21.34,华为,
,300366,创意信息,3.11,4.01,华为,
