23.06.08,AI-算力（13）（157.90亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300921,南凌科技,20,757,算力租赁/边缘,
,688668,鼎通科技,14.51,5.56,连接器,
,002261,拓维信息,10.02,27.83,华为/服务器,
,600839,四川长虹,10.02,25.45,华为/服务器,
,001287,中电港,9.99,26.04,AMD,
,000070,特发信息,9.98,9.91,华为/光模块,
,301041,金百泽,8.16,9.67,英伟达,
,601789,宁波建工,784,6.27,算力租赁,
,300250,初灵信息,6.98,9.89,边缘计算,
,688316,青云科技,6.63,321,算力租赁,
,688158,优刻得,6.16,9.55,算力租赁,
,300846,首都在线,6.07,15.58,算力租赁,
,002822,中装建设,3.94,1.37,算力租赁,
23.06.08,复苏-地产链（13）（49.83亿,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002043,免宝宝,10.04,8.17,建材,
,600683,京投发展,9.97,2.04,地产开发,
,600159,大龙地产,9.93,139,地产开发,
,601588,北辰实业,9.9,1.56,地产开发,
,600791,京能置业,9.23,4.14,地产开发,
,000014,沙河股份,6.55,795,地产开发,
,603801,志邦家居,5.45,2.08,建材,
,600675,中华企业,9,1.16,地产开发,
,002791,坚朗五金,486,3.62,建材,
,000786,北新建材,4.66,3.43,建材,
,000838,财信发展,453,1.38,地产开发,
,000736,中交地产,4.52,10.03,地产开发,
,300911,亿田智能,4.27,2.66,厨电,
23.06.08,复苏-基建（16）（55.74亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300675,建科院,20,5.18,,
,300989,蕾奥规划,20,5.42,空间计算,
,300826,测绘股份,19.97,2.72,空间计算,
,300983,尤安设计,1286,1.69,复苏-基建,
,002047,宝鹰股份,10,1.2,复苏-基建,
,603051,鹿山新材,9.99,1.14,复苏-基建,
,300977,深圳瑞捷,9.23,2.6,复苏-基建,
,300649,杭州园林,8.65,3.94,复苏-基建,
,601789,宁波建工,7.84,627,复苏-基建,
,300746,汉嘉设计,757,2.42,复苏-基建,
,301167,建研设计,7.36,2.23,复苏-基建,
,002541,鸿路钢构,7.15,2.28,复苏-基建,
,300374,中铁装配,6.24,4.21,复苏-基建,
,300778,新城市,616,572,复苏-基建,
,300500,启迪设计,6.03,3.46,复苏-基建,
,603357,设计总院,5.41,5.26,复苏-基建,
23.06.08,复苏-消费（12）（60.93亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,603779,威龙股份,10.06,1.06,酒,
,603477,巨星农牧,10.02,5.96,养殖,
,605188,国光连锁,9.98,25,零售,
,300967,晓鸣股份,7.32,1.1,养殖,
,001215,千味央厨,6.94,1.81,食品,
,002840,华统股份,678,2.06,养殖,
,688169,石头科技,678,3.47,小家电,
,300498,温氏股份,6.1,13.59,养殖,
,000048,京基智农,6.04,1.64,养殖,
,000716,黑芝麻,4.72,8.83,食品,
,000929,兰州黄河,4.69,2.59,啤酒,
,000860,顺鑫农业,3.34,3.27,白酒,
23.06.08,复苏-物流/交运（7（31.22亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002889,东方嘉盛,10.01,182,物流,
,600822,上海物贸,10,8.64,物流,
,600676,交运股份,9.95,2.38,物流,
,001317,三羊马,5.3,1.84,物流,
,601333,广深铁路,4.72,13.95,交运,
,603648,畅联股份,4.27,171,物流,
,600548,深高速,4.11,0.88,交运,
23.06.08,中字头（9（86.83亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,001287,中电港,9.99,26.04,算力,
,000928,中钢国际,7.34,7.12,基建,
,300374,中铁装配,6.24,4.21,基建,
,000099,中信海直,6.12,14.79,军工,
,601068,中铝国际,5.85,2.2,基建,
,300425,中建环能,0.74,173,基建,
,000736,中交地产,452,10.03,地产,
,601186,中国铁建,4.38,13.92,基建,
,600482,中国动力,3.88,6.79,造船,
23.06.08,XR8（51.38亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300989,蕾奥规划,20,5.42,空间计算,
,300826,测绘股份,19.97,2.72,空间计算,
,688496,清越科技,14.03,5.99,硅基oled,
,300081,恒信东方,10.96,27.01,游戏,
,002587,奥拓电子,10.04,95,VR摄影,
,605178,时空科技,9.99,0.9,空间计算,
,688383,新益昌,5.47,3.02,miniled,
,300344,立方数科,3.8,4.37,3d,
23.06.08,锂电（7（46.69亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,301049,超越科技,20.01,0.98,电池回收,
,603335,迪生力,9.98,0.51,电池回收,
,002009,天奇股份,8.47,4.33,电池回收,
,002192,融捷股份,7.27,17.48,锂矿,
,300837,浙矿股份,6.54,1.32,电池回收,
,002240,盛新锂能,3.78,12.26,锂矿,
,300390,天华新能,3.47,9.81,锂矿,
23.06.08,AI-算力（13）（157.90亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300921,南凌科技,20,757,算力租赁/边缘,
,688668,鼎通科技,14.51,5.56,连接器,
,002261,拓维信息,10.02,27.83,华为/服务器,
,600839,四川长虹,10.02,25.45,华为/服务器,
,001287,中电港,9.99,26.04,AMD,
,000070,特发信息,9.98,9.91,华为/光模块,
,301041,金百泽,8.16,9.67,英伟达,
,601789,宁波建工,784,6.27,算力租赁,
,300250,初灵信息,6.98,9.89,边缘计算,
,688316,青云科技,6.63,321,算力租赁,
,688158,优刻得,6.16,9.55,算力租赁,
,300846,首都在线,6.07,15.58,算力租赁,
,002822,中装建设,3.94,1.37,算力租赁,
23.06.08,复苏-地产链（13）（49.83亿,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,002043,免宝宝,10.04,8.17,建材,
,600683,京投发展,9.97,2.04,地产开发,
,600159,大龙地产,9.93,139,地产开发,
,601588,北辰实业,9.9,1.56,地产开发,
,600791,京能置业,9.23,4.14,地产开发,
,000014,沙河股份,6.55,795,地产开发,
,603801,志邦家居,5.45,2.08,建材,
,600675,中华企业,9,1.16,地产开发,
,002791,坚朗五金,486,3.62,建材,
,000786,北新建材,4.66,3.43,建材,
,000838,财信发展,453,1.38,地产开发,
,000736,中交地产,4.52,10.03,地产开发,
,300911,亿田智能,4.27,2.66,厨电,
23.06.08,复苏-基建（16）（55.74亿）,,,,,
,股票代码,股票名称,涨跌幅,成交金额,属性,涨幅
,300675,建科院,20,5.18,复苏-基建,
,300989,蕾奥规划,20,5.42,空间计算,
,300826,测绘股份,19.97,2.72,空间计算,
,300983,尤安设计,1286,1.69,复苏-基建,
