,603662,柯力传感,6.17,8.11,机器人,
,002139,拓邦股份,572,5.69,机器人,
,300660,江苏雷利,5.51,3.33,机器人,
,002527,新时达,5.21,155,机器人,
,000837,泰川机床,0.15,636,机器人,
,300549,优德精密,5.02,178,机器人,
,603915,国茂股份,4.83,1.02,机器人,
,002747,埃斯顿,4.4,3.47,机器人,
,688017,绿的谐波,4.36,6.27,机器人,
23.06.12,华为5G（6）（24.58亿）,,,,,
,股票代码,股票名称,张跌幅,成交金额,属性,涨幅
,688153,唯捷创芯,9.39,4.16,华为5G,
,688536,思瑞浦,8.82,8.41,华为5G,
,301013,利和兴,7.34,8.31,华为5G,
,688259,创耀科技,7.13,1.94,华为5G,
,688182,灿勤科技,2.57,0.88,华为5G,
,688213,思特威,2.36,0.88,华为5G,
